date,ret_m,n_picks,scale,picks,reason,breadth,d_sma200,spy_vol
2011-02-28,0.021830162350829595,25,1.0,"NOV,NFLX,BHGE,ORCL,JBL,TER,BKNG,SRCL,SLB,MCD,HES,EL,CF,AZO,ROST,GWW,HAL,ETN,PH,TROW,OKE,ROK,EQT,LH,SHW",ok,0.6374122367101304,0.1407932802307912,0.11269269650152416
2011-03-31,-0.001,29,1.0,"VIAV,NOV,ANDV,SRCL,TER,BKNG,MCD,EL,WMB,NFLX,ROST,AON,VLO,MU,AZO,SLB,CF,ROP,OKE,HRL,WY,CMCSA,GWW,ROK,CSX,DHR,MKC,SJM,DIS",ok,0.6293881644934805,0.11540381300153894,0.16001627958288184
2011-04-29,0.0,0,0.0,,regime_dsma,,,
2011-05-31,-0.012459116147621681,30,1.0,"GT,EW,BIIB,MRO,VIAV,AGN,MCD,BKNG,ORCL,IBM,IRM,MCO,AON,PM,OKE,CVX,NFLX,MO,A,TMUS,GWW,DHR,WYNN,HRL,GIS,AZO,WMB,COF,WELL,ADP",ok,0.5907723169508525,0.08375723217892968,0.1073364765150258
2011-06-30,-0.001,30,1.0,"NFLX,MCD,AGN,COG,BIIB,ROST,EW,SJM,ATGE,HUM,AZO,SRCL,MCO,EA,PM,IBM,MO,MA,TJX,HRL,OKE,IRM,CNP,GWW,WEC,DVA,AON,SO,HAL,ES",ok,0.5135406218655968,0.04635415420138547,0.14972475094597273
2011-07-29,0.0,0,0.0,,regime_dsma,,,
2011-08-31,0.0,0,0.0,,regime_breadth,0.21063189568706117,,
2011-09-30,0.0,0,0.0,,regime_dsma,,,
2011-10-31,0.0,0,0.0,,regime_breadth,0.2843530591775326,,
2012-03-30,0.0,0,0.0,,regime_dsma,,,
2012-05-31,-0.001,30,1.0,"ALXN,BKNG,ROST,AAPL,SHW,EW,TJX,ORLY,GPS,TDC,RF,FOSL,DLTR,MAS,PM,WEC,MO,CF,MKC,GWW,ISRG,AIG,CMCSA,AMGN,SO,GILD,V,CRM,SRE,WELL",ok,0.40722166499498497,0.02642845221601228,0.1292273149246671
2012-06-29,0.0,0,0.0,,regime_dsma,,,
2012-07-31,-0.016244870341425036,30,1.0,"EW,ALXN,SHW,AGN,ROST,WEC,MO,MKC,PRGO,DLTR,MNST,TJX,CERN,AAPL,EXPE,BKNG,XEL,ED,SRE,ABT,T,BIIB,V,DVA,VZ,DIS,VRSN,EFX,ECL,CMCSA",ok,0.43881644934804415,0.04852291177474807,0.14053538472458424
2012-08-31,-0.001,30,1.0,"EW,EXPE,AGN,ALXN,SHW,ROST,BBBY,WEC,MKC,HSY,WMT,MO,TJX,GPS,ED,XEL,AMGN,SO,T,ABT,AMZN,PSA,BIIB,VRSN,WELL,AAPL,VTR,GWW,AMT,UNP",ok,0.4934804413239719,0.057989197278202724,0.0885627088773183
2012-09-28,0.0,0,0.0,,regime_dsma,,,
2012-10-31,0.014386344615192774,30,1.0,"ANDV,ALXN,STZ,PHM,LYB,EW,TMUS,SHW,AGN,BBBY,WMT,DVA,HD,GILD,AMGN,SJM,MKC,ROST,EXPE,ACN,CMCSA,NRG,WEC,VLO,AAPL,GWW,WY,V,INTU,PNW",ok,0.4663991975927783,0.031033362425991633,0.10610485495169938
2012-11-30,-0.0015368122404684167,30,1.0,"BBBY,STZ,PHM,LYB,TMUS,WHR,AGN,ANDV,DVA,AMGN,SHW,SJM,MKC,GILD,HD,CMCSA,LEN,ACN,HSY,GWW,AZO,V,WY,MCO,BAX,MTB,WEC,SNA,VMC,SPGI",ok,0.5030090270812437,0.030756791935001686,0.1481111780565536
2012-12-31,0.04334888985755954,30,1.0,"BBBY,LYB,WHR,TMUS,ANDV,DXC,GILD,SHW,HD,PHM,SJM,ORLY,AMGN,AZO,MKC,ACN,HSY,MCO,DVA,ETN,STZ,SNA,GWW,AON,V,IFF,PNR,CMCSA,PPG,BAX",ok,0.5496489468405216,0.0350424743261681,0.11288112774785265
2013-01-31,0.024415382552167606,27,1.0,"GNW,BBBY,THC,DXC,LYB,PHM,BAC,LOW,SHW,HD,SJM,F,HRL,DVA,TSN,PPG,CAG,GILD,C,HIG,IFF,ACN,BMY,MAS,V,ETN,AMGN",ok,0.6424272818455367,0.078263523108136,0.0538285924086096
2013-02-28,-0.001,30,1.0,"THC,LYB,GNW,WHR,PHM,VMC,BBBY,SHW,CAG,HSY,ORLY,LOW,MS,GILD,HRL,MCO,DVA,PPG,HD,VLO,BMY,TSN,TRV,ACN,EFX,GS,WEC,CMS,MCK,ETN",ok,0.6364092276830492,0.07834967889645454,0.1274428491366302
2013-03-28,0.0,0,0.0,,regime_dsma,,,
2013-04-30,0.013589183514166603,30,1.0,"THC,HRB,HRL,BIIB,HSY,MU,BMY,DXC,ANDV,HPQ,ORLY,GILD,SHW,CLX,DLTR,VLO,WEC,GPC,MCD,BSX,LYB,WDC,BBY,BLK,CMS,LUV,PNW,KMI,TRV,ES",ok,0.6404212637913741,0.09984010366566326,0.14378708321284922
2013-05-31,-0.001,30,1.0,"BBY,WDC,REGN,GNW,BIIB,HRB,HRL,HSY,MU,SHW,GILD,GWW,AGN,BMY,STX,THC,WEC,AMD,ORLY,KMB,CMG,CMS,LYB,DLTR,PNW,NKE,XEL,BLK,VZ,DIS",ok,0.6469408224674023,0.10174936044313833,0.09813664914560208
2013-06-28,0.0,0,0.0,,regime_dsma,,,
2013-07-31,-0.001,30,1.0,"BBBY,AGN,MU,BBY,BIIB,STZ,DLTR,REGN,GME,ORLY,AMD,CMG,BMY,VFC,BKNG,HSY,BA,GWW,DG,HPQ,WDC,GILD,VZ,SHW,MCO,NOC,EQT,WEC,ADP,V",ok,0.6464393179538616,0.10616075071541597,0.07049289455313926
2013-08-30,0.0,0,0.0,,regime_dsma,,,
2013-09-30,0.05042746250197482,30,1.0,"NFLX,AGN,GME,GT,BKNG,PXD,EA,REGN,NOC,SBUX,TJX,MU,ORLY,LMT,ECL,TSN,HSY,GWW,HRL,PPG,BIIB,MCK,EQT,LYB,PRU,MA,GILD,BA,AKAM,CRM",ok,0.6003009027081244,0.06287556887608343,0.0832975196451147
2013-10-31,-0.001,30,1.0,"GT,MU,AGN,APTV,BKNG,PXD,MYL,SBUX,TJX,NFLX,MA,NOC,DLTR,ECL,BMY,STZ,SPGI,BSX,BA,BIIB,LYB,DAL,MCK,CTSH,CRM,HSY,HRL,DOV,FISV,EOG",ok,0.6223671013039117,0.08956365873583562,0.12764583781660835
2013-11-29,0.0,0,0.0,,regime_dsma,,,
2013-12-31,-0.0025435438114198195,30,1.0,"PBI,MCK,OKE,BIIB,AGN,TJX,LB,MYL,STZ,DAL,CTSH,BKNG,AMZN,FDX,NFLX,MU,SPGI,NOC,CMG,CAH,CRM,REGN,MA,LUV,AAPL,ECL,HRL,PPG,FISV,AMP",ok,0.6369107321965898,0.10826565078542898,0.09728076746669657
2014-01-31,0.057487253232389936,30,1.0,"X,WYNN,MCK,TSCO,MU,AGN,BIIB,VFC,STX,ADS,TJX,AMZN,XYL,CAH,MA,LUV,BA,BMY,STZ,ADSK,CTSH,OKE,NFLX,DAL,VLO,AXP,PPG,SPGI,AMP,NI",ok,0.5521564694082247,0.04973809602904583,0.1228193000459208
2014-02-28,-0.016313093785276424,30,1.0,"WYNN,MCK,LUV,AGN,ALXN,OKE,BIIB,MU,STZ,PRGO,CAH,DAL,NI,D,PBI,KMB,GOOGL,CMCSA,CMG,BMY,JCI,XYL,VLO,STX,SPGI,ADSK,AZO,EXPE,MA,CTSH",ok,0.6288866599799399,0.08369963055444068,0.12153867782413007
2014-03-31,-0.01633086406218968,30,1.0,"AGN,ALXN,BIIB,WYNN,MCK,PRGO,LUV,AZO,EXPE,STZ,OKE,PSX,ADS,XYL,LMT,CAH,TSN,GOOGL,TXT,TMO,APTV,VLO,MNST,NI,HSY,D,WDC,DIS,AXP,PPG",ok,0.6349047141424273,0.07601109478877777,0.10075031958180472
2014-04-30,-0.001,30,1.0,"TSN,AGN,WYNN,APTV,PSX,BIIB,AZO,M,STZ,BF.B,HP,UNP,OKE,LUV,VLO,TXT,NI,MRK,WDC,FFIV,D,MU,ORLY,HRL,WEC,LMT,MPC,UNH,IFF,ISRG",ok,0.5621865596790371,0.06730473135832733,0.13005782013054448
2014-05-30,0.0,0,0.0,,regime_dsma,,,
2014-06-30,0.0572976515304643,30,1.0,"NBR,AGN,EA,BF.B,AVGO,NI,APTV,OKE,NFX,DTE,LUV,DAL,TSN,LYB,ESS,MO,UNP,WMB,CMS,KDP,D,AZO,MCK,BIIB,STZ,LLY,MU,PSX,MAR,PSA",ok,0.6228686058174524,0.0793208437173385,0.056405544215686665
2014-10-31,0.04010214222124233,29,1.0,"MNST,MO,VRTX,UAA,GILD,LB,HD,NI,EW,AMGN,TJX,AGN,CMG,HRL,COST,DUK,ROST,CTAS,SHW,SRE,DTE,INTC,PRGO,LMT,ADP,UNP,CB,AMT,AAPL",ok,0.5356068204613842,0.06059207968354814,0.1299527152248824
2014-11-30,0.015853740711070933,30,1.0,"MNST,AMGN,BBBY,LUV,MO,ABBV,EW,BMY,ADP,UNP,HD,NI,TJX,KDP,SHW,ORLY,DUK,COST,ROST,LMT,VFC,CMS,SRE,FISV,UAA,VRSN,PSA,AVGO,CB,MPC",ok,0.5030090270812437,0.07020588963627705,0.0325135073819823
2015-01-31,0.0,0,0.0,,regime_breadth,0.3901705115346038,,
2015-02-28,0.0032615018231181474,30,1.0,"EA,KR,BIIB,SHW,STZ,CVS,V,MO,LOW,AVGO,NOC,ORLY,COST,MAC,APTV,AZO,UNH,ADP,CMS,CTAS,FISV,WHR,PPG,LUV,PSA,CI,SPGI,MA,AN,PNW",ok,0.5461384152457373,0.05048304578700559,0.05886533334128842
2015-03-31,-0.02665814160877906,30,1.0,"BIIB,WBA,AVGO,KR,SHW,SWKS,HD,UNH,STZ,CVS,AZO,IFF,MO,CTAS,COST,ROST,CI,ABC,ORLY,EFX,AGN,NOC,LB,EA,DIS,SPGI,LMT,FISV,MA,CMCSA",ok,0.5591775325977933,0.022990494660685618,0.13290481976476415
2015-04-30,-0.001,30,1.0,"BIIB,NFX,STZ,WBA,KR,CI,ABC,BSX,SWKS,VLO,SPGI,AVGO,SHW,VMC,CVS,NI,KSS,FSLR,MNST,AZO,APTV,HD,HRL,EFX,MLM,IFF,BA,PSX,FISV,LEN",ok,0.5446339017051154,0.0258675146599206,0.08518111870766161
2015-05-29,0.0,0,0.0,,regime_dsma,,,
2015-06-30,0.02514339562066487,30,1.0,"HUM,APTV,AVGO,AMZN,CI,REGN,MNK,PRGO,AET,ADI,HAS,MYL,LYB,MLM,EL,MA,ORLY,ABT,NI,EQIX,EFX,SPGI,SWKS,NFLX,EA,SNA,INTU,DIS,V,VMC",ok,0.4408224674022066,0.00036352512155345926,0.11343947866150982
2015-07-31,-0.05520906150672519,30,1.0,"CI,AET,LLY,CAG,REGN,PRGO,UHS,AVGO,NFLX,NKE,SBUX,ORLY,APTV,MYL,MDLZ,AGN,WMB,CMCSA,SWKS,MA,MCO,DIS,SNA,NI,GIS,DG,FISV,INTU,V,EQIX",ok,0.43229689067201604,0.01968051979418824,0.11652715099683876
2015-08-31,0.0,0,0.0,,regime_breadth,0.2547642928786359,,
2015-09-30,0.0,0,0.0,,regime_dsma,,,
2015-10-30,0.0,0,0.0,,regime_dsma,,,
2015-11-30,-0.00687440532744665,30,1.0,"AMZN,MO,GOOGL,NKE,PSA,GOOG,HRL,ATVI,ORLY,LMT,FISV,KDP,AZO,CLX,NOC,VRSN,ANDV,V,NI,AIZ,LUV,CINF,AAP,CTAS,CMS,EQIX,MSI,AEE,UAA,SPG",ok,0.42326980942828485,0.01734656826168254,0.1180522811911301
2015-12-31,0.0,0,0.0,,regime_breadth,0.32898696088264795,,
2016-01-29,0.0,0,0.0,,regime_dsma,,,
2016-02-29,0.0,0,0.0,,regime_breadth,0.23971915747241726,,
2016-03-31,-0.001,29,1.0,"HRL,TSN,MAT,AWK,NI,HSIC,NOC,KMB,KLAC,CINF,EXR,PSA,MO,FSLR,O,FISV,NDAQ,NEE,LMT,NEM,HD,VZ,SHW,CMS,EFX,AMAT,CB,T,ROST",ok,0.4974924774322969,0.031524724054345934,0.08818171475722343
2016-04-29,0.0,0,0.0,,regime_dsma,,,
2016-05-31,0.06183592283936079,30,1.0,"NEM,AWK,NI,NOC,NEE,LMT,CMS,TSN,MO,FISV,SYK,RRC,HAS,SYY,EFX,EXR,STZ,CINF,AVY,MMC,T,WYNN,EW,IRM,O,UNH,HON,ULTA,BSX,URBN",ok,0.5977933801404213,0.051644196900191716,0.10704494389732477
2016-06-30,-0.0009465646217676205,30,0.9465646217676205,"OKE,RRC,NEM,NVDA,AWK,FISV,MLM,NI,CINF,NOC,COG,SYK,MUR,NRG,CHD,JCI,LMT,FIS,EFX,AVY,MMC,EQT,BSX,HAS,AMAT,NEE,WYNN,IRM,SYY,AON",ok,0.5591775325977933,0.04588033021423029,0.19016134330466197
2016-07-29,0.0,0,0.0,,regime_dsma,,,
2016-08-31,0.008397736480718412,30,1.0,"DHR,NVDA,OKE,DVN,ULTA,NEM,NWL,BSX,LMT,NOC,FIS,EFX,CTAS,NFX,AMZN,IFF,CINF,AWK,AMAT,ZBH,SPGI,FISV,ALB,PLD,AYI,BDX,ATVI,STZ,NI,GRMN",ok,0.6780341023069207,0.0655736391166154,0.052302545357282404
2016-09-30,-0.03490853577837533,30,1.0,"DHR,NVDA,OKE,CTAS,CHTR,AMAT,MU,TDG,DVN,CINF,SPGI,EFX,FIS,AMZN,EBAY,NOC,BSX,CME,NWL,MCHP,IFF,EA,BDX,ATVI,MDT,ZION,PLD,CMA,MO,TAP",ok,0.679037111334002,0.05821353590309553,0.14193266422680895
2016-10-31,0.011260000633520995,30,1.0,"NVDA,STX,DHR,MU,WDC,CTAS,TDG,CHTR,EA,EBAY,IFF,EFX,DVN,NOC,SPGI,AMZN,CINF,ILMN,BDX,MTD,ATVI,PFG,TAP,MRO,MDT,STZ,V,CMCSA,PEP,MO",ok,0.5651955867602808,0.028693852826030306,0.06734604964371206
2016-11-30,-0.001,30,1.0,"DHR,NVDA,NOC,GPS,CTAS,STX,CHTR,TSN,LMT,MS,MU,PFG,TDG,NFLX,FL,STZ,TWX,ROST,AAL,MSFT,HRL,BBY,CME,MO,SPGI,EBAY,EXPE,SYK,GOOGL,NEE",ok,0.6038114343029087,0.049703219719730844,0.10042467445638281
2016-12-30,0.0,0,0.0,,regime_dsma,,,
2017-01-31,0.035074656229329856,22,1.0,"NVDA,SYMC,RF,CFG,GS,BAC,CMA,ZION,LNC,LUV,NOC,UAL,WDC,RSG,CHTR,MU,NFLX,VLO,UNH,CF,ADSK,MO",ok,0.6434302908726178,0.06255915567260387,0.06466525879746463
2017-02-28,-0.004815056349985118,26,1.0,"NVDA,CSX,WDC,LUV,NFLX,ALK,MTB,SYMC,CFG,RF,URI,ETFC,KEY,INCY,RSG,CMA,RCL,FCX,UNH,CHTR,LRCX,CMCSA,MU,MO,SYK,MLM",ok,0.6845536609829489,0.0891306701828466,0.04448644698690575
2017-03-31,-0.001,28,1.0,"LUV,CSX,NVDA,BAC,ALK,GS,URI,KEY,RSG,MTB,CMA,UNH,MO,LNC,NRG,AVGO,ZION,INCY,HD,HAS,IDXX,NFLX,CHTR,LRCX,ADI,MAR,RCL,SYK",ok,0.6700100300902708,0.07294869004172258,0.06866164298570157
2017-04-28,0.0,0,0.0,,regime_dsma,,,
2017-05-31,-0.006719786569844523,30,1.0,"LRCX,ATVI,AVGO,ADBE,VRTX,DXC,IDXX,BSX,ILMN,CSX,SYK,RCL,FISV,SNPS,RSG,EA,APTV,V,EFX,HD,PGR,CHTR,STZ,NFLX,HON,GOOGL,HAS,AIZ,SHW,EQIX",ok,0.582246740220662,0.07155540618253504,0.07839954669877318
2017-06-30,0.04966859337619712,30,1.0,"ALGN,ATVI,NVDA,AVGO,EA,LRCX,MTD,ADBE,VRTX,IDXX,CSX,DXC,HAS,STZ,NOC,FISV,LMT,RSG,INFO,MAR,PGR,GPN,MCD,SPGI,HD,NEE,RE,MO,CHTR,NI",ok,0.6313941825476429,0.0626403644861136,0.0709650878127668
2017-09-29,0.0,0,0.0,,regime_dsma,,,
2017-10-31,0.03446776670849536,28,1.0,"NVDA,NRG,NOC,BA,ALGN,CTAS,LMT,PYPL,CBOE,ABBV,UNH,LRCX,PGR,STZ,EA,MA,CDNS,AVY,MTD,MU,TSN,MMC,ETFC,GM,CHTR,NEE,AET,ATVI",ok,0.6243731193580743,0.06935957728070405,0.05000069584878087
2017-11-30,0.07029126415824279,30,1.0,"ALGN,NOC,NVDA,BA,CTAS,PYPL,ADBE,CBOE,AVY,LMT,NRG,STZ,UNH,LRCX,CDNS,ABBV,DXC,BDX,MA,DHI,CME,CF,VLO,EL,AWK,TSN,ETFC,VFC,MMC,LYB",ok,0.6740220661985958,0.08640738007784053,0.06493065852815577
2018-01-31,-0.0256454822010461,30,1.0,"CPRI,ROST,MU,NOC,DHI,ABBV,TXN,NVDA,CTAS,CBOE,ALGN,HD,PYPL,DLTR,BF.B,ADBE,STZ,URI,DXC,AVY,VLO,UNH,LMT,MAR,CME,EL,PGR,SHW,HP,BDX",ok,0.6675025075225677,0.1225718527811911,0.08543403701340785
2018-02-28,-0.0006837249456027824,30,0.6837249456027824,"NVDA,NOC,STX,ALGN,NFLX,BA,AMZN,ABBV,CTAS,HP,HD,PYPL,KSS,GWW,MAR,ADBE,TXN,LOW,KDP,AVY,UNH,BLK,FISV,MA,MRO,VLO,FLR,BDX,DG,DLTR",ok,0.5351053159478435,0.06683981027383977,0.26326376002166957
2018-03-29,0.0,0,0.0,,regime_dsma,,,
2018-04-30,0.029519653085724268,30,1.0,"NKTR,KDP,NOC,MSCI,PGR,CTAS,NDAQ,NFLX,ADBE,FISV,LMT,STX,EW,STZ,ZTS,HPE,KSS,NVDA,M,AMZN,BA,UNH,FL,IDXX,EL,HD,ROST,NEE,SYY,MAR",ok,0.49147442326980945,0.019333505946501614,0.17092580275684438
2018-05-31,-0.001,30,1.0,"ABMD,NFLX,NKTR,ADBE,NVDA,AMZN,KDP,MA,VLO,MSCI,INTU,CTAS,V,GPN,IDXX,ANDV,MSFT,NOC,EA,SYK,TDG,UNH,RSG,ISRG,STZ,BKNG,ETFC,SYY,NEE,MPC",ok,0.5396188565697091,0.03162738486713904,0.1025575397397979
2018-06-29,0.0,0,0.0,,regime_dsma,,,
2018-07-31,0.0687514363179259,30,1.0,"ABMD,UA,TWTR,UAA,NFLX,BR,ALGN,CPRT,MSCI,CTAS,ADBE,INTU,FISV,UNH,EXR,VRSN,NDAQ,SYY,PGR,FTV,BSX,NVDA,IDXX,CMG,EA,AMZN,TJX,HD,NI,NEE",ok,0.5872617853560682,0.04975603041969426,0.08442345229638282
2018-08-31,-0.001,30,1.0,"ANDV,ALGN,AMD,CTAS,ABMD,HFC,TDG,CNC,UNH,VRSN,LLY,ADBE,ILMN,MSCI,INTU,RSG,DLR,BR,CMG,COST,ORLY,EQIX,SYY,V,HD,DRI,PSX,NI,NDAQ,VLO",ok,0.5957873620862588,0.06880993550702821,0.07075580577288942
2018-09-28,0.0,0,0.0,,regime_dsma,,,
2019-04-30,-0.021326904258612906,30,1.0,"XLNX,CDNS,MSCI,KEYS,DHR,TDG,VRSN,AVGO,WM,FISV,MTD,PAYX,PYPL,AZO,RSG,MA,WAT,CMG,BAX,AMT,ULTA,SBUX,XRAY,AWK,SEE,AVY,APD,ANSS,NEE,CCI",ok,0.6043129388164493,0.07086311468323223,0.06180062368589502
2019-05-31,-0.001,29,1.0,"CDNS,MSCI,ALGN,GPN,SNPS,IR,CPRT,PYPL,TDG,AVGO,QCOM,DHR,NFLX,MA,CTAS,XRAY,XLNX,CMG,FLT,IDXX,APD,EQIX,COTY,MTD,AMZN,ROST,AMT,EL,LOW",ok,0.4102306920762287,-3.945535532651564e-05,0.14922418040590374
2019-06-28,0.0,0,0.0,,regime_dsma,,,
