date,ret_m,n_picks,scale,picks,reason,breadth,d_sma200,spy_vol
2010-01-29,0.0,0,0.0,,regime_dsma,,,
2010-02-26,0.0,0,0.0,,regime_dsma,,,
2010-03-31,0.02501646308096115,30,1.0,"EL,CLF,F,MCD,BKNG,ESRX,VIAV,ATGE,AMZN,SRCL,HAS,ISRG,GWW,BIG,CL,GIS,AKAM,SWK,DE,ORCL,ABC,MO,V,CMI,WEC,AMD,BDX,EMR,MA,HRL",ok,0.5992978936810431,0.10800410383900579,0.07394311139020103
2010-04-30,-0.0708188220651808,30,1.0,"VIAV,CLF,AMD,X,BKNG,MCD,ATI,F,BIG,EL,HAS,LUV,BA,ESRX,CL,RF,AZO,ATGE,AAPL,TSN,FAST,GWW,ORCL,ISRG,EMR,TGNA,CMI,WEC,DRI,CBRE",ok,0.5912738214643932,0.09255822597320106,0.1506472966081469
2010-05-31,0.0,0,0.0,,regime_breadth,0.38164493480441325,,
2010-06-30,0.0,0,0.0,,regime_dsma,,,
2010-07-30,0.0,0,0.0,,regime_dsma,,,
2010-08-31,0.0,0,0.0,,regime_dsma,,,
2010-09-30,-0.001,30,1.0,"CRM,MCD,SRCL,AKAM,AZO,WEC,INTU,CTXS,BKNG,CHRW,MO,GIS,CMI,ORLY,SO,YUM,PCG,MKC,HAS,KO,XEL,ES,ECL,ED,AMT,TDC,NEE,CTSH,CLX,SHW",ok,0.48044132397191575,0.02908608251706106,0.12612603737709105
2010-10-29,0.0,0,0.0,,regime_dsma,,,
2010-11-30,0.04427616637314463,30,1.0,"BKNG,CF,MCD,CTXS,SRCL,ORCL,FTI,MO,AZO,WEC,KMX,FCX,NOV,PM,INTU,GWW,YUM,CHRW,AMZN,KO,ES,DE,CMI,UNP,HAS,BLL,FMC,NBL,XEL,MA",ok,0.5085255767301906,0.04959529583904704,0.14908279882309072
2010-12-31,-0.02308899329067625,30,1.0,"BKNG,FFIV,NFLX,CF,MCD,NOV,KMX,CTXS,CRM,AZO,AMZN,FCX,SRCL,EXPD,GWW,ORCL,PH,CHRW,NKE,KO,TPR,YUM,FTI,ETN,CMI,FMC,ORLY,MKC,ROP,UNP",ok,0.6203610832497493,0.10631891482434351,0.042772429365041206
2011-01-31,0.03628922662083389,29,1.0,"NFLX,CF,NOV,BKNG,FCX,FFIV,SRCL,AZO,MCD,ORCL,AMZN,KMX,JBL,AGN,JCP,AAPL,GWW,PXD,CMI,SHW,ROST,ESRX,ANF,FTI,CTL,ORLY,MUR,TDC,HES",ok,0.6163490471414242,0.12098442202971642,0.0996128023425678
2011-02-28,0.016274353950013955,29,1.0,"NOV,NFLX,BHGE,ORCL,JBL,TER,BKNG,SRCL,SLB,IBM,MCD,HES,VIAV,AAPL,ESRX,AGN,EL,CF,PXD,AZO,HP,ANDV,KMX,FTI,ROST,GWW,HAL,COG,RRC",ok,0.6374122367101304,0.1407932802307912,0.11269269650152416
2011-03-31,-0.001,29,1.0,"VIAV,NOV,ANDV,SRCL,TER,BKNG,MCD,EL,WMB,AGN,NFLX,BHGE,HP,ROST,AON,THC,MRO,VLO,MU,COG,AZO,SLB,WYNN,CF,NBR,ROP,IBM,OKE,HRL",ok,0.6293881644934805,0.11540381300153894,0.16001627958288184
2011-04-29,0.0,0,0.0,,regime_dsma,,,
2011-05-31,-0.0011340032770454673,30,1.0,"GT,EW,BIIB,MRO,VIAV,AGN,COG,THC,BIG,SRCL,MCD,BKNG,ORCL,CERN,IBM,IRM,MCO,AON,PM,OKE,ABC,CVX,NFLX,MO,A,TMUS,GWW,TDC,DHR,WYNN",ok,0.5907723169508525,0.08375723217892968,0.1073364765150258
2011-06-30,-0.001,30,1.0,"NFLX,MCD,AGN,COG,BIIB,ROST,EW,SJM,ATGE,HUM,AZO,SRCL,MRO,MCO,EA,CTXS,PM,CERN,AET,IBM,MO,TDC,MA,TJX,CMG,HRL,OKE,YUM,IRM,BKNG",ok,0.5135406218655968,0.04635415420138547,0.14972475094597273
2011-07-29,0.0,0,0.0,,regime_dsma,,,
2011-08-31,0.0,0,0.0,,regime_breadth,0.21063189568706117,,
2011-09-30,0.0,0,0.0,,regime_dsma,,,
2011-10-31,0.0,0,0.0,,regime_breadth,0.2843530591775326,,
2012-03-30,0.0,0,0.0,,regime_dsma,,,
2012-05-31,-0.001,30,1.0,"ALXN,BKNG,ROST,AAPL,SHW,EW,TJX,ORLY,GPS,TDC,RF,FOSL,DLTR,AZO,PHM,YUM,MAS,PM,CERN,WEC,MO,CF,MCD,AGN,MKC,LEN,FMC,GWW,NKE,HD",ok,0.40722166499498497,0.02642845221601228,0.1292273149246671
2012-06-29,0.0,0,0.0,,regime_dsma,,,
2012-07-31,-0.013437761291199633,30,1.0,"EW,ALXN,SHW,AGN,ROST,WEC,MO,MKC,PRGO,DLTR,MNST,TJX,CERN,AAPL,PM,HSY,EXPE,BKNG,WMT,AZO,TDC,XEL,CL,KMB,BF.B,ED,GPS,KO,SRE,ABT",ok,0.43881644934804415,0.04852291177474807,0.14053538472458424
2012-08-31,-0.001,30,1.0,"EW,EXPE,AGN,ALXN,SHW,ROST,BBBY,WEC,MKC,HSY,WMT,MO,TJX,DLTR,GPS,BF.B,ED,XEL,KMB,STZ,PM,AMGN,KDP,SO,CL,PNW,T,ABT,KO,AMZN",ok,0.4934804413239719,0.057989197278202724,0.0885627088773183
2012-09-28,0.0,0,0.0,,regime_dsma,,,
2012-10-31,0.02380216674258519,30,1.0,"ANDV,ALXN,STZ,PHM,LYB,EW,TMUS,SHW,AGN,BBBY,WMT,DVA,HD,GILD,AMGN,SJM,MKC,ROST,EXPE,ACN,CMCSA,GPS,WHR,PRGO,BF.B,FTR,TWX,HSY,NRG,DLTR",ok,0.4663991975927783,0.031033362425991633,0.10610485495169938
2012-11-30,-0.006893888010091745,30,1.0,"BBBY,STZ,PHM,LYB,TMUS,WHR,AGN,ANDV,DVA,AMGN,COG,SHW,GPS,SJM,LEG,MKC,GILD,HD,CMCSA,LEN,ACN,HSY,GWW,AZO,V,WY,ALXN,MAT,MCO,BAX",ok,0.5030090270812437,0.030756791935001686,0.1481111780565536
2012-12-31,0.05086325448179023,30,1.0,"BBBY,LYB,WHR,TMUS,ANDV,DXC,GILD,AGN,SHW,HD,PHM,SJM,LEG,ORLY,AMGN,GME,AZO,THC,LOW,URBN,KMX,MKC,ACN,HSY,MCO,DVA,R,ETN,MYL,STZ",ok,0.5496489468405216,0.0350424743261681,0.11288112774785265
2013-01-31,0.024427904820178863,30,1.0,"GNW,BBBY,THC,DXC,LYB,PHM,ANF,WHR,BAC,LOW,SHW,HD,SJM,F,GME,HRL,AGN,DVA,TSN,PPG,CAG,CERN,MKC,GILD,HSY,C,HIG,ORLY,IFF,SBUX",ok,0.6424272818455367,0.078263523108136,0.0538285924086096
2013-02-28,-0.001,30,1.0,"THC,LYB,GNW,WHR,PHM,VMC,BBBY,SHW,CAG,HP,HSY,ORLY,HRB,RHI,LOW,MS,GILD,HRL,MCO,DVA,R,PPG,HD,VLO,CERN,ANF,BMY,TSN,ABC,TRV",ok,0.6364092276830492,0.07834967889645454,0.1274428491366302
2013-03-28,0.0,0,0.0,,regime_dsma,,,
2013-04-30,0.00787274798914116,30,1.0,"THC,HRB,HRL,BIIB,HSY,MU,BMY,DXC,ANDV,HPQ,ABC,ORLY,GILD,GNW,SHW,CLX,DLTR,CERN,VLO,KMB,MKC,WEC,STZ,TSN,CPB,GIS,AGN,CAG,GPC,MCD",ok,0.6404212637913741,0.09984010366566326,0.14378708321284922
2013-05-31,-0.001,30,1.0,"BBY,WDC,REGN,GNW,BIIB,HRB,HRL,HSY,MU,SHW,GILD,GWW,AGN,BMY,STX,THC,WEC,AMD,ORLY,ABC,CERN,KMB,CMG,BBBY,CMS,LYB,DLTR,STZ,PNW,NKE",ok,0.6469408224674023,0.10174936044313833,0.09813664914560208
2013-06-28,0.0,0,0.0,,regime_dsma,,,
2013-07-31,-0.001,30,1.0,"BBBY,AGN,MU,BBY,BIIB,STZ,DLTR,REGN,GME,ORLY,AMD,CMG,BMY,VFC,BKNG,ABC,HSY,BA,COG,GWW,DG,HPQ,AZO,SJM,HD,WDC,CERN,GPC,MNST,HRL",ok,0.6464393179538616,0.10616075071541597,0.07049289455313926
2013-08-30,0.0,0,0.0,,regime_dsma,,,
2013-09-30,0.05385205770686292,30,1.0,"NFLX,AGN,GME,GT,BKNG,PXD,EA,REGN,NOC,SBUX,BWA,TJX,MU,ORLY,LB,LMT,ECL,ROST,MYL,TSN,HSY,PVH,VFC,GWW,HRL,PPG,CMG,FMC,BIIB,MCK",ok,0.6003009027081244,0.06287556887608343,0.0832975196451147
2013-10-31,-0.001,30,1.0,"GT,MU,AGN,APTV,BKNG,PXD,MYL,ETFC,SBUX,TJX,NFLX,GRMN,BBY,MA,AMZN,GHC,NOC,MOLX,LB,DLTR,ECL,BMY,ROST,CERN,ALXN,STZ,SPGI,ORLY,BSX,BA",ok,0.6223671013039117,0.08956365873583562,0.12764583781660835
2013-11-29,0.0,0,0.0,,regime_dsma,,,
2013-12-31,0.008308001450734993,30,1.0,"PBI,MCK,OKE,BIIB,AGN,TJX,LB,MYL,STZ,TRIP,PRGO,DAL,CTSH,BKNG,AMZN,ADS,FDX,NFLX,MU,SPGI,NOC,CMG,ALXN,CAH,ABC,CRM,REGN,MA,GILD,LUV",ok,0.6369107321965898,0.10826565078542898,0.09728076746669657
2014-01-31,0.060469200139315046,30,1.0,"X,WYNN,MCK,TSCO,MU,AGN,BIIB,VFC,STX,ADS,TJX,AMZN,XYL,PRGO,CAH,FLS,MA,LUV,BA,BMY,STZ,EXPE,ADSK,CTSH,CMG,OKE,NFLX,ABC,DAL,VLO",ok,0.5521564694082247,0.04973809602904583,0.1228193000459208
2014-02-28,-0.005185055520904776,30,1.0,"WYNN,MCK,LUV,AGN,ALXN,OKE,BIIB,MU,STZ,PRGO,CAH,DAL,NI,D,PBI,KMB,GOOGL,CMCSA,CMG,BMY,VFC,JCI,XYL,VLO,HP,ARNC,STX,GILD,SPGI,NOC",ok,0.6288866599799399,0.08369963055444068,0.12153867782413007
2014-03-31,-0.016049275421028016,30,1.0,"AGN,ALXN,BIIB,WYNN,MCK,PRGO,LUV,AZO,EXPE,STZ,OKE,PSX,ADS,MYL,XYL,LMT,CAH,TSN,GOOGL,TXT,M,NOC,TMO,APTV,VLO,BF.B,MNST,VFC,NI,HSY",ok,0.6349047141424273,0.07601109478877777,0.10075031958180472
2014-04-30,-0.001,30,1.0,"TSN,AGN,WYNN,APTV,PSX,BIIB,AZO,M,STZ,BF.B,HP,UNP,OKE,LUV,ALXN,VLO,TXT,NI,MRK,MYL,VFC,WDC,FFIV,D,MU,ORLY,JNPR,HRL,WEC,LMT",ok,0.5621865596790371,0.06730473135832733,0.13005782013054448
2014-05-30,0.0,0,0.0,,regime_dsma,,,
2014-06-30,0.048010635105171076,30,1.0,"NBR,AGN,EA,BF.B,AVGO,NI,APTV,OKE,NFX,DTE,ALXN,LUV,DAL,TSN,LYB,ESS,MO,UNP,WMB,CMS,KDP,D,AZO,EIX,WEC,MCK,BIIB,AEP,HP,STZ",ok,0.6228686058174524,0.0793208437173385,0.056405544215686665
2014-10-31,0.04080449521589265,30,1.0,"MNST,MO,VRTX,UAA,GILD,LB,HD,NI,EW,AMGN,TJX,AGN,CMG,HRL,COST,KDP,DUK,KR,ROST,CTAS,NKE,REGN,CLX,ISRG,SHW,SRE,DTE,INTC,PRGO,DFS",ok,0.5356068204613842,0.06059207968354814,0.1299527152248824
2014-11-30,0.01796980393106289,30,1.0,"MNST,AMGN,BBBY,LUV,MO,ABBV,EW,BMY,ADP,UNP,REGN,HD,NI,TJX,KDP,SHW,ORLY,DUK,COST,ROST,TSCO,LMT,NKE,HRL,VFC,KR,GPC,CMS,CTAS,GILD",ok,0.5030090270812437,0.07020588963627705,0.0325135073819823
2015-01-31,0.0,0,0.0,,regime_breadth,0.3901705115346038,,
2015-02-28,0.00422959827996024,30,1.0,"EA,KR,BIIB,SHW,STZ,CVS,V,MO,LOW,AVGO,NOC,ORLY,COST,MAC,DLTR,APTV,AZO,AMZN,UNH,ADP,HD,CMS,CTAS,FISV,WHR,PPG,LUV,PSA,CI,SPGI",ok,0.5461384152457373,0.05048304578700559,0.05886533334128842
2015-03-31,-0.02293225685918693,30,1.0,"BIIB,WBA,AVGO,KR,SHW,SWKS,HD,UNH,STZ,CVS,AZO,IFF,MO,CTAS,COST,ROST,CI,MNST,ABC,ORLY,EFX,AGN,NOC,APTV,LB,EA,DIS,BSX,BMY,SBUX",ok,0.5591775325977933,0.022990494660685618,0.13290481976476415
2015-04-30,-0.001,30,1.0,"BIIB,NFX,STZ,WBA,KR,CI,ABC,BSX,SWKS,VLO,SPGI,AVGO,SHW,VMC,CVS,UNH,NI,KSS,AET,FSLR,MNST,HBI,AZO,APTV,ENDP,HD,HUM,URBN,HRL,ANTM",ok,0.5446339017051154,0.0258675146599206,0.08518111870766161
2015-05-29,0.0,0,0.0,,regime_dsma,,,
2015-06-30,0.009604673008295147,30,1.0,"HUM,APTV,AVGO,AMZN,CI,REGN,MNK,PRGO,AET,ADI,HAS,MYL,LYB,MLM,ABC,EL,MA,ORLY,ABT,NI,BIIB,SBUX,EQIX,EFX,SPGI,SWKS,NFLX,YUM,EA,SNA",ok,0.4408224674022066,0.00036352512155345926,0.11343947866150982
2015-07-31,-0.05091513884689452,30,1.0,"CI,AET,LLY,CAG,REGN,PRGO,UHS,AVGO,ABBV,NFLX,GILD,HCA,BMY,HUM,NKE,SBUX,ORLY,APTV,MYL,MDLZ,UNH,ABT,YUM,HAS,AZO,CVS,AGN,HBI,WMB,UAA",ok,0.43229689067201604,0.01968051979418824,0.11652715099683876
2015-08-31,0.0,0,0.0,,regime_breadth,0.2547642928786359,,
2015-09-30,0.0,0,0.0,,regime_dsma,,,
2015-10-30,0.0,0,0.0,,regime_dsma,,,
2015-11-30,-0.003672183036651398,30,1.0,"AMZN,MO,GOOGL,NKE,PSA,GOOG,HRL,ATVI,ORLY,LMT,FISV,KDP,AZO,CLX,NOC,VRSN,ANDV,V,HD,KMB,NI,COST,SBUX,MDLZ,AIZ,LUV,CINF,EXPE,TJX,AAP",ok,0.42326980942828485,0.01734656826168254,0.1180522811911301
2015-12-31,0.0,0,0.0,,regime_breadth,0.32898696088264795,,
2016-01-29,0.0,0,0.0,,regime_dsma,,,
2016-02-29,0.0,0,0.0,,regime_breadth,0.23971915747241726,,
2016-03-31,-0.001,29,1.0,"HRL,TSN,MAT,AWK,NI,HSIC,NOC,KMB,KLAC,CINF,EXR,PSA,MO,FSLR,O,CPB,FISV,NDAQ,KDP,NEE,LMT,NEM,HD,MKC,VZ,SHW,CMS,STZ,EFX",ok,0.4974924774322969,0.031524724054345934,0.08818171475722343
2016-04-29,0.0,0,0.0,,regime_dsma,,,
2016-05-31,0.07077681036942585,30,1.0,"NEM,AWK,NI,NOC,NEE,LMT,CMS,TSN,MO,FISV,SYK,WEC,RRC,HAS,SYY,EFX,EXR,EIX,STZ,CINF,AVY,MMC,T,WYNN,EW,IRM,O,CPB,XEL,UNH",ok,0.5977933801404213,0.051644196900191716,0.10704494389732477
2016-06-30,-0.0009465646217676205,30,0.9465646217676205,"OKE,RRC,NEM,NVDA,AWK,FISV,MLM,NI,CINF,NOC,COG,SYK,MUR,NRG,CHD,JCI,LMT,FIS,EFX,AVY,MMC,EQT,BSX,HAS,AMAT,NEE,WYNN,IRM,ITW,CMS",ok,0.5591775325977933,0.04588033021423029,0.19016134330466197
2016-07-29,0.0,0,0.0,,regime_dsma,,,
2016-08-31,0.0076755287938489675,30,1.0,"DHR,NVDA,OKE,DVN,ULTA,NEM,NWL,BSX,LMT,NOC,FIS,EFX,CTAS,TDG,NFX,AMZN,IFF,CINF,AWK,AMAT,MAS,ZBH,SPGI,FISV,ALB,PLD,AYI,BDX,ATVI,STZ",ok,0.6780341023069207,0.0655736391166154,0.052302545357282404
2016-09-30,-0.03703440915384224,30,1.0,"DHR,NVDA,OKE,CTAS,CHTR,AMAT,MU,TDG,DVN,CINF,SPGI,EFX,FIS,AMZN,EBAY,NOC,BSX,LMT,CME,NWL,MCHP,IFF,EA,MS,BDX,ATVI,PAYX,ICE,ITW,JCI",ok,0.679037111334002,0.05821353590309553,0.14193266422680895
2016-10-31,0.05275538749339069,30,1.0,"NVDA,STX,DHR,MU,WDC,AMAT,CTAS,TDG,NTAP,CHTR,EA,EBAY,MCHP,IFF,EFX,DVN,NOC,LRCX,AVGO,HPQ,XYL,SPGI,AMZN,TXN,GLW,CINF,ITW,ADBE,LMT,ILMN",ok,0.5651955867602808,0.028693852826030306,0.06734604964371206
2016-11-30,-0.001,30,1.0,"DHR,NVDA,NOC,GPS,CTAS,STX,CHTR,TSN,LMT,MS,MU,PFG,TDG,NFLX,FL,STZ,TWX,ROST,AAL,MSFT,HRL,UAL,LRCX,GD,AMAT,ADBE,NTAP,TXN,BBY,JWN",ok,0.6038114343029087,0.049703219719730844,0.10042467445638281
2016-12-30,0.0,0,0.0,,regime_dsma,,,
2017-01-31,0.03797122092901064,30,1.0,"NVDA,SYMC,RF,CFG,GS,BAC,KEY,MS,CMA,ZION,JPM,LNC,LUV,NOC,UAL,ALK,PNC,MTB,WDC,RSG,CHTR,MU,HBAN,CTAS,PRU,SCHW,ETFC,GD,BBT,FITB",ok,0.6434302908726178,0.06255915567260387,0.06466525879746463
2017-02-28,-0.027747706585020772,30,1.0,"NVDA,CSX,WDC,LUV,NFLX,ALK,MTB,SYMC,CFG,RF,URI,ETFC,KEY,INCY,PNC,RSG,CMA,BAC,NOC,HBAN,RCL,LNC,JPM,FCX,UNH,GS,GD,CHTR,SCHW,MS",ok,0.6845536609829489,0.0891306701828466,0.04448644698690575
2017-03-31,-0.001,30,1.0,"LUV,CSX,NVDA,BAC,ALK,GS,URI,KEY,RSG,MTB,JPM,PNC,CMA,CFG,RF,PGR,HBAN,MS,NOC,FISV,UNH,MO,LNC,BA,GD,LMT,NRG,AVGO,ZION,ANTM",ok,0.6700100300902708,0.07294869004172258,0.06866164298570157
2017-04-28,0.0,0,0.0,,regime_dsma,,,
2017-05-31,-0.019276753705862026,30,1.0,"LRCX,ATVI,AVGO,ADBE,VRTX,DXC,IDXX,BSX,ILMN,CSX,SYK,RCL,MTD,FISV,SNPS,RSG,EA,MU,APTV,V,EFX,HD,PGR,CHTR,NVDA,KLAC,STZ,AMAT,SWKS,ADSK",ok,0.582246740220662,0.07155540618253504,0.07839954669877318
2017-06-30,0.05816322634873118,30,1.0,"ALGN,ATVI,NVDA,AVGO,EA,LRCX,MTD,ADBE,VRTX,IDXX,CSX,AMAT,DXC,ADSK,IT,HAS,STZ,NOC,SYK,FISV,MCHP,BSX,WAT,LMT,SWKS,RSG,INFO,MAR,KLAC,PGR",ok,0.6313941825476429,0.0626403644861136,0.0709650878127668
2017-09-29,0.0,0,0.0,,regime_dsma,,,
2017-10-31,0.039010411958151886,30,1.0,"NVDA,NRG,NOC,BA,ALGN,CTAS,LMT,PYPL,CBOE,ABBV,UNH,LRCX,PGR,STZ,EA,MA,CDNS,AVY,AON,NDAQ,CME,XYL,MTD,MU,CNC,FISV,TSN,V,MMC,SPGI",ok,0.6243731193580743,0.06935957728070405,0.05000069584878087
2017-11-30,0.08179595915366732,30,1.0,"ALGN,NOC,NVDA,BA,CTAS,PYPL,ADBE,CBOE,AVY,LMT,NRG,STZ,UNH,LRCX,CDNS,ABBV,DXC,XYL,BDX,INTC,MA,MSFT,DHI,CME,TROW,CF,V,WM,PGR,JPM",ok,0.6740220661985958,0.08640738007784053,0.06493065852815577
2018-01-31,-0.026482488453825583,30,1.0,"CPRI,ROST,MU,NOC,DHI,ABBV,TXN,NVDA,CTAS,CBOE,ALGN,HD,PYPL,DLTR,BF.B,ADBE,STZ,URI,DXC,AVY,VLO,UNH,LMT,MAR,CHRW,CME,AZO,LRCX,WM,EL",ok,0.6675025075225677,0.1225718527811911,0.08543403701340785
2018-02-28,-0.0006837249456027824,30,0.6837249456027824,"NVDA,NOC,STX,ALGN,NFLX,BA,AMZN,ABBV,CTAS,HP,HD,PYPL,KSS,GWW,MAR,LMT,ADBE,TXN,DE,NTAP,LOW,KDP,ROST,AVY,MSFT,ITW,UNH,BLK,FISV,ACN",ok,0.5351053159478435,0.06683981027383977,0.26326376002166957
2018-03-29,0.0,0,0.0,,regime_dsma,,,
2018-04-30,0.03701773407965527,30,1.0,"NKTR,KDP,NOC,MSCI,PGR,CTAS,NDAQ,NFLX,ADBE,FISV,LMT,STX,EW,CME,STZ,SPGI,ZTS,HPE,KSS,NVDA,M,AMZN,BA,RSG,UNH,MA,FL,ETFC,IDXX,EL",ok,0.49147442326980945,0.019333505946501614,0.17092580275684438
2018-05-31,-0.001,30,1.0,"ABMD,NFLX,NKTR,ADBE,NVDA,AMZN,KDP,MA,VLO,MSCI,INTU,CTAS,V,GPN,IDXX,ANDV,MSFT,NOC,EA,STX,PGR,SYK,NDAQ,TDG,UNH,FISV,RSG,ISRG,STZ,CSCO",ok,0.5396188565697091,0.03162738486713904,0.1025575397397979
2018-06-29,0.0,0,0.0,,regime_dsma,,,
2018-07-31,0.06514707252366525,30,1.0,"ABMD,UA,TWTR,UAA,NFLX,BR,ALGN,CPRT,MSCI,CTAS,ADBE,M,INTU,HFC,TRIP,FISV,UNH,EXR,VRSN,HES,NDAQ,SYY,ANDV,PGR,FTV,BSX,SPGI,NVDA,IDXX,CMG",ok,0.5872617853560682,0.04975603041969426,0.08442345229638282
2018-08-31,-0.001,30,1.0,"ANDV,ALGN,AMD,CTAS,ABMD,HFC,TDG,CNC,UNH,VRSN,LLY,ADBE,ILMN,MSCI,IDXX,INTU,HES,RSG,DLR,HCA,BR,CMG,COST,TIF,ORLY,MSFT,HUM,CPRT,EQIX,CSX",ok,0.5957873620862588,0.06880993550702821,0.07075580577288942
2018-09-28,0.0,0,0.0,,regime_dsma,,,
2019-04-30,-0.025314765199121514,30,1.0,"XLNX,CDNS,MSCI,KEYS,DHR,TDG,VRSN,AVGO,SNPS,WM,FISV,MTD,PAYX,PYPL,INTU,AZO,RSG,MA,WAT,CMG,BAX,GPN,ROP,AMT,EW,CPRT,SYK,ULTA,CSCO,SBUX",ok,0.6043129388164493,0.07086311468323223,0.06180062368589502
