,ml_pred,idio_mom,momentum,low_risk,quality,lt_rev,trend_q,earn_drift,composite
2004-11-30,0.007916952325369233,-0.001293562874143497,-0.0017230918782308292,0.00045841208373121657,0.00242566587367715,-0.0021437640888129555,0.0029066630864685865,-0.0032982559847324912,0.0010441611500308181
2004-12-31,0.001519573873246524,0.008219994164292449,0.009184094284501574,-0.0021744994997264927,0.0021773762939882374,-0.0073294656069655024,0.0005757818558089048,0.00405895586809937,0.002627080914621412
2005-01-31,-0.004279629820188447,0.0024501240210280046,0.0037058270314928483,-0.03268304298303742,-0.007780266592872149,-0.0004205106372219785,-0.007307770135535827,-0.0018322886995177185,-0.00531390814803834
2005-02-28,0.02029708103513922,0.007288921107471124,0.00648779009533804,0.006732585981550677,-0.0022300761068525777,0.0011661054615373229,-0.002839105083612117,0.0003867772111449938,0.004557616111145511
2005-03-31,-0.002031196713641748,-0.014947595839067702,-0.012602776509285438,0.007571742678142314,-0.00417121663319956,0.005288962425233119,-0.0011804685229266584,-0.006275984000003683,-0.004367488618090074
2005-04-29,0.011685706719864308,0.0008118075667088771,0.000996825895306989,-0.01375814265195541,-0.0006726229028774511,0.0001933259939819607,-0.0007554851200302478,-0.0014427536573346016,0.0003420083202096176
2005-05-31,0.003049562914722111,0.014120424877875305,0.013735865333888108,-0.008695265025997248,0.004534661137123322,-0.008489474615164064,0.007145371828585094,-0.011668892592971129,0.0027675364188283315
2005-06-30,0.0044945721438965835,0.000484581603721629,0.004877047023404427,-0.02980061046623021,-0.014066776199101395,-6.143066106478279e-05,-0.015032054151103052,0.01231918709316735,-0.004859083909289439
2005-07-29,-0.011758889828498688,0.013738945923386843,0.013804978987029598,-0.015577908854461862,-0.006521286687222242,0.0008834689784107205,-0.0019897585610811285,-0.005537309461664926,-0.0019267900376496853
2005-08-31,0.03421226349423712,-0.0002654466875398287,0.010166467277125432,-0.012018472511926715,-0.005697099161109007,0.003361092779117834,-0.0017914365713057015,-0.002590582030528449,0.0032983243486024026
2005-09-30,0.010768238873240231,-0.01394770645329559,-0.014103750836135097,0.014835764133000444,0.0073270050037587495,-0.00019273798196326798,0.003202308520186759,-0.0053293115368627806,0.00023234919341677996
2005-10-31,-0.008783025091834198,-0.009475508147350976,-0.007322520837128771,0.005384199367546642,0.0057662541298249825,-0.0026233878087244034,0.0005907818296307193,-0.0012249282981808812,-0.0015865901512138042
2005-11-30,0.003567913264418448,0.006289055327074522,0.0038565199273524913,-0.016488729496787712,0.0007939010344859987,-0.010498504695578927,0.001201726528368354,-0.0034007224656810433,-0.0024039247826340366
2005-12-30,-0.0002257010094572833,0.02230030693786804,0.027544921553516875,-0.03820168309680455,-0.007656429984250259,-0.00393589623028959,-0.003937096220732649,-0.013099953645537156,-0.0021819665744111107
2006-01-31,0.008047632634994788,-0.015479486969635754,-0.01618454774289447,0.014549977306816323,-0.009034528384034969,0.014583770264123932,-0.010453627879253087,0.005635862228345667,-0.0004727718909103198
2006-02-28,-0.010502362860400252,0.007619349482213114,0.0028696068287109413,-0.016426662331800023,-0.0048875833623871195,-0.00330612320283873,-0.008138378055251501,-0.0032547248531560207,-0.0044633088806995255
2006-03-31,-0.004927710804065829,-0.007116185991152553,-0.008311649148442329,0.003332252897490837,-0.0014495793019519425,-0.0013386141407428645,-0.001792580805297441,-0.006367240540597125,-0.003338990055973991
2006-04-28,0.012829247865146325,-0.0031129778619881647,-0.0021978141998201107,0.002960401522547567,-0.0007316975708771501,0.006075369807475391,-0.001212713327512163,0.004027106634279848,0.0021646986414774784
2006-05-31,-0.0027216480166788255,0.0003768177588483497,-0.00222745014273695,0.006480126531970416,0.008597170626203781,-0.006820632115948762,0.009695642900663782,0.0035504507258888613,0.0026467401277308947
2006-06-30,0.00807493272342352,0.001973985886086369,0.005540971840196271,0.009419658482069639,0.009212807428063637,-0.004926786581671927,0.012868779242627934,-0.005676674162148515,0.003841269560057713
2006-07-31,0.010982506533278003,-0.018779433708147393,-0.020377743286044754,-0.0055465836051568984,-0.020310647695252978,0.018545656025056312,-0.016756891413922226,0.003233202695366307,-0.005204582427911451
2006-08-31,0.0024259914561606186,-0.007881907117452458,-0.00726086070063306,0.0011860526660542282,-0.0074890640925384085,0.006766086110864598,-0.009850199316998091,0.00028943793953047786,-0.0025889969591662084
2006-09-29,0.0025062784527518796,-0.007100245879088635,-0.006468815676676912,0.02600444199914432,0.005860070366692742,0.0014892530205827966,0.005078612227765967,-0.00038545205370985714,0.002533733832056517
2006-10-31,0.003909501164198815,-0.006347846634606975,-0.007258075744183431,-0.010613588180719016,-0.0007275328668015004,-0.001302373585661458,0.004378011583257788,0.0028867513707387217,-0.0005145491644434961
2006-11-30,0.00039796952980290887,-0.003001357309474962,-0.0049415961146166325,0.009945837248152227,-0.007392165605329692,0.0049706197641822235,-0.005801166788886737,0.0009715126582062484,-0.0009091106703631553
2006-12-29,-0.005796822241550838,0.008401737953171584,0.00958414014517822,-0.025863081583023587,-0.0019231516010960892,-0.007142070400973621,-0.0022855494204889627,-0.003528729301904785,-0.003104573345742212
2007-01-31,0.0018201458586495963,-0.0018064366510999069,-0.0027110093019160225,0.003408027959259432,-0.003129492691261538,-0.001255477688565734,0.001935995608846359,0.00098313507751454,-0.0001068648736946404
2007-02-28,0.0263322949065127,0.015010657731470938,0.015108587250129963,-0.008349614656639403,0.007513101910723194,-0.008049525202235357,0.011074432080119705,0.0019680147354534778,0.007782128813488686
2007-03-30,0.0001268376696967737,0.0007010142040377137,-0.0001882453700978846,-0.006357368914850524,-0.0035992932761624605,-0.0037092655203954964,-0.0032601441181023673,-0.00881357968458013,-0.003950694317595789
2007-04-30,-0.0019939983426329475,-0.005815775723145633,-0.0064325597876036655,-0.0009176292415474534,0.001439125325225199,-0.0038053049337340742,-0.000838333000589047,0.006501932804382111,-0.00047377372671394903
2007-05-31,0.0062181870334008646,-0.006228458954481738,-0.005902424226905713,-0.012335721624960652,-0.01224605377109919,0.008727661037860369,-0.014784982434533593,-0.0033753476409726234,-0.004263804604236413
2007-06-29,-0.000807089933995152,0.009864228411252202,0.005272852899125436,-0.0005989840802203227,0.010995880424978203,-0.017460412780706373,0.01340823497257542,-0.0022846361617823428,0.0014937856791263332
2007-07-31,-0.0020983234157427207,0.001343629719939867,0.0014030698476303243,0.011958185196925913,0.008671103065927829,-0.009561098185016903,0.008534903045181806,0.0008198175149533999,0.0020640724017852584
2007-08-31,0.005119735768891957,0.01701590371894183,0.018537674954445527,0.0023683567633755753,0.02071872993532386,-0.026448702781757753,0.023077061154202504,0.0017949359425586116,0.007252037994366599
2007-09-28,0.009794054581333481,0.010126901635384057,0.008806741971269266,0.0037813305613854944,0.011431125248163905,-0.013163252129100156,0.010274886332378084,-0.0042428544288769035,0.0034948625841028902
2007-10-31,0.004258306990717372,0.019662266633749075,0.02250638410051345,0.021657321094740434,0.02731104660509032,-0.01757564364293157,0.026151493614650467,0.0071164051939906214,0.012825652990691666
2007-11-30,0.026558490339053442,0.028358112229671942,0.02792240694814059,0.007170670236469747,0.02464169483852456,-0.0343519888989778,0.018035442556390655,0.009372598897643957,0.013224362835493587
2007-12-31,0.027267570034981804,-0.05801811644337128,-0.05694707540450108,-0.007645361553761131,-0.03504630458428217,0.044732573975062286,-0.030510576685067826,-0.004345352952247298,-0.013607048462976432
2008-01-31,-0.019702251231280166,0.03633534758372607,0.02008968630017924,-0.021074605487142586,0.012244761313710825,-0.03456276684663207,0.024525210169391427,-0.003994735414943271,-0.0024821047281266256
2008-02-29,0.004918202378659661,0.009398631230197926,0.010394155455259763,0.005662769328941523,0.005424622933812495,0.004987198782659822,0.0012309551214381297,0.007120221581300171,0.006125049110826534
2008-03-31,-0.006277688669273309,0.011108579264086878,0.011444400226201744,-0.004777036976025247,0.008950182728835366,-0.012806642048002774,0.008492991634770203,0.008251041150187361,0.0032339763647010918
2008-04-30,-0.002759625220872021,0.007290271457047682,0.007150285571011631,-0.004560597629269898,0.011024861058972605,-0.024686926666315175,0.007582980996937851,-0.0003002390807285344,-0.00012578653146480719
2008-05-30,-0.045723638696052546,0.04494429749975314,0.04723533157596927,0.01861565079258626,0.03956285855477696,-0.04311970289291267,0.0322119288400037,0.0043360739210714545,0.008826735212374388
2008-06-30,0.027385370122996137,-0.02747466027510466,-0.02664724216756926,0.02439169367077398,-0.03392611510400369,0.04416291692498261,-0.031569460396886094,-0.0002927935697259412,-0.0011528831012277813
2008-07-31,0.03508146327399028,-0.03141571640143556,-0.03066896322308554,0.003507826957718686,-0.024814436372590676,0.02245574946386858,-0.02003635952930866,-0.008982331117042846,-0.006544067999456109
2008-08-29,-0.03229357506800442,0.0071830235973802895,0.004337340104338182,0.029675291283492045,-0.010407262961933662,0.022792901858283504,-0.010250284751627797,0.008591479650546331,0.005371280569958563
2008-09-30,-0.003637630572191403,0.0064140431581318795,0.010523206086779811,0.019803954791816968,0.0139980943230617,-0.00273989633918562,0.00616470683515954,0.005200450558971066,0.007417924860214645
2008-10-31,-0.029161861890911824,0.011589737181400555,0.019810178124875264,0.06991000664821329,0.036165578094356346,-0.040044322111297666,0.033613487326551554,-0.021992146578761813,0.005632229162163337
2008-11-28,0.03777004759347832,-0.045262296107430544,-0.038454887008061975,0.002475223626846098,-0.029042471641007407,0.02124322068691803,-0.005228348135573165,-0.010018339177574926,-0.00852798849881974
2008-12-31,0.08428814632963806,-0.04154541971374298,-0.06527349107978919,-0.11359560473408029,-0.004941483066618374,0.0014848522706042474,0.0004274247614786832,0.005226219719377874,-0.013151449291033401
2009-01-30,0.0010569228123392706,0.013736130269772502,0.01014153454403232,-0.010321106383238484,0.013330526088165854,-0.02294699641350565,-0.0011061540339650986,0.0021607329427710477,0.0014527165348661695
2009-02-27,0.0539707145075527,-0.03401510657639898,-0.033015195773683455,-0.042612274746696606,-0.03775326729579809,0.04765556300404436,-0.053655533510639355,0.004287845033233239,-0.011264900810468166
2009-03-31,0.07906561027158686,-0.12600387026746498,-0.13230913275105063,-0.0884816896014189,-0.08164902747271298,0.09395369562289438,-0.04602589779242359,-0.025994260694472446,-0.039697786180770356
2009-04-30,0.0379967595645072,-0.041711745992272925,-0.04606197224711177,-0.042527743042686486,-0.01398268250336015,0.019187111781420397,-0.002878180463805009,-0.006042787741467393,-0.009154615643539917
2009-05-29,0.01780010671934281,0.013484968074068931,0.012588907336298704,0.027993480849981944,0.006849041766861634,-0.0029116263897719643,0.0014506889067100247,0.012451567649241008,0.010509231221278538
2009-06-30,0.02154267810073254,-0.022647290030026617,-0.024586807740960157,-0.007275605902159771,-0.030802781609347768,0.028373636205747545,-0.02651001188948215,0.0024688667790876296,-0.006381251439795265
2009-07-31,0.03525454341696479,-0.03415057800469206,-0.02736263546522925,0.003126577913086637,-0.027107070468840026,0.04135928385440567,-0.026337287336706268,-0.016497008016812212,-0.009401344903885972
2009-08-31,0.0013307672738587387,-0.019317338097966777,-0.016467330740099574,-0.004138662056275444,-0.010970628146785424,0.002994444203893421,-0.0038903815638089262,-0.01091855547319562,-0.007988285062414554
2009-09-30,0.008450340519420285,0.00927238543518435,0.009962445735855299,0.018174686037401085,0.01880067424356186,-0.016794359338402433,0.023284357395487124,0.005317694861098853,0.009266642307295068
2009-10-30,0.0009037080255273748,0.00809268327126976,0.008737534646718392,-0.023368641147576263,-0.010510120011718856,0.012804889960161395,-0.0076350453340447684,0.013340793659851238,0.0028081507947782356
2009-11-30,0.009105320348562698,0.006441553639300627,0.005620295171913609,-0.007838923970235548,-0.008426701840922807,0.0016412410233240977,-0.007243668787953718,-0.004402031091242282,-0.001731701451899617
2009-12-31,0.009261029690833129,-0.0121515441171382,-0.013881084319624409,-0.03224215946032551,-0.017015653735094227,0.021801714456408654,-0.01037161562374054,-0.005455334685727802,-0.006509096340895595
2010-01-29,0.023312353300694998,0.009990182497490091,0.012070024089565043,-0.05319657115651656,-0.01657899992732803,0.00836647085491146,-0.010558280018984713,0.001448896309110753,-0.0028224978025975
2010-02-26,-0.0024606206278141845,0.01101099015387164,0.008355765972856234,-0.02459337729496476,-0.01792456913270297,0.013499562539356599,-0.015646645050175902,-0.00012939986069539482,-0.004145331626812138
2010-03-31,0.00628929882274893,0.002691222794986873,-0.0009685433452627774,0.009864099156034619,0.004152058711532961,0.0007208818646437665,-0.00427608612177645,0.005085476790638572,0.00293570513084532
2010-04-30,0.004629572041137393,-0.010233654262915786,-0.007329576300202099,-0.012846306197440547,-0.0063317078134145855,-0.0040902237727911284,-0.006746623367607424,-0.0031590140944014905,-0.004897267565046848
2010-05-31,-0.002414672359697719,-0.011273051955564517,-0.009708340629378465,0.01917113758108959,0.012999183135781443,-0.010818166034756481,0.009569388018210551,-0.00731852675443578,-0.0010183036554730273
2010-06-30,-0.004583723279845528,-0.0027592797731835557,-0.0019417616517746431,0.005895497664162043,0.0022472872584662837,-0.007882088486998045,0.003046273689655314,0.005017889094012426,0.00012974122081782415
2010-07-30,-0.0021607374640374107,0.007765686005219617,0.007912806992746045,0.006263034685009736,0.011130091119957735,-0.015824908450094984,0.01174453419360746,0.00858337775576979,0.004968560441099421
2010-08-31,0.006728311935499505,-0.005628182203043389,-0.00908199363437726,-0.01931410649370493,-0.007752337148482956,0.005095729568809025,-0.0067277384201167734,-0.00547578288366424,-0.003961790646256932
2010-09-30,0.03440412929048489,-0.00820734493672636,-0.008101082415227235,-0.0017810357993552919,0.005904171932031384,-0.011307848063246988,0.006065065588133835,0.011974300356416912,0.00561338791447751
2010-10-29,0.013824758503156457,0.000989055510775849,-7.002303087108033e-05,-0.013899426486311608,0.0029885757746117526,-0.008801814665564716,0.0034439314219721524,-0.014958281110945378,-0.0019756882953403283
2010-11-30,-0.013707095153924551,-0.028180245394548158,-0.02453812967715101,0.007172137039083135,-0.008589729411418898,0.018525412510676142,-0.013381909221315266,-0.0035884221357306684,-0.010261759249734667
2010-12-31,0.01918914092203502,-0.02214082335726092,-0.020820463690087446,-0.02195900937312102,-0.014475462170738234,0.006165772262020656,-0.005167360000107721,0.005200075067689856,-0.005909024871831627
2011-01-31,-0.004639127713800359,0.005478259230559655,0.006274847253381517,0.003008806540294648,0.0062864644452623195,0.0018099860017246985,-0.0008466956425530904,-0.011169927442163738,7.847263683430621e-07
2011-02-28,-0.002300790899816274,0.00893350878995108,0.006366383253805708,-0.0049598693116782375,0.003955654829986644,-0.01162461937042873,0.006856021979810332,0.0035098696895573362,0.0017905603690917243
2011-03-31,0.0034763122823118888,-0.0029007844462224782,-1.0952977058705372e-05,0.004014666876704466,-0.002203649977140213,0.00016906044098882256,-0.0005354266714847304,0.005545710014023639,0.000846849405393816
2011-04-29,0.0020617463051100177,0.000492220948113045,5.603395852340272e-05,0.00939874145343907,0.006514901954624382,-0.00596155068965126,0.004503154368672014,-0.0029524381727237888,0.0016899264040688433
2011-05-31,-0.001516692423875011,0.005645785661606956,0.0060267458391149555,0.002563292610732589,0.008084885505481108,-0.011296902624837847,0.008903092562759236,0.0022993124716722555,0.0030486516155544007
2011-06-30,-0.0030791722786705595,0.004503475462365922,0.006698580163628104,0.005405385478450867,0.008310429060379886,-0.013783628547811075,0.011841187985948931,-0.00339150338418181,0.0025992148351416493
2011-07-29,0.012257439615601187,0.0033917215689541606,0.006582857738608794,0.009647762874438777,0.009836856400574768,-0.012284810046714403,0.011724459734176434,-0.004748428610885507,0.004483676329062744
2011-08-31,0.009788994446746994,0.001525447605508799,0.0017626011954281744,0.020634013849149188,-0.004809662187921387,0.008485239719493519,-0.00400958249615232,-0.005392786562254546,0.0023279050740183426
2011-09-30,-0.0027028221049314465,9.450817487040568e-05,0.00022254949674893273,0.008118735014629659,0.010483854805525598,-0.012210461429423511,0.012506279766974954,0.008367502281087395,0.0041657740403365316
2011-10-31,-0.0012897520841152164,0.007682240708915676,0.00981217752775682,0.029219086673716678,0.014100433602517337,-0.012142669258981007,0.01256481948494013,0.0005257441387637483,0.007247963208314981
2012-03-30,0.009301788827773334,0.021801831534972557,0.02149309421859651,0.019306281197049954,0.015616841467679063,-0.016926529435921697,0.017274790520169194,-0.0021295049040513402,0.00946165838803699
2012-05-31,-0.005884073952308506,-0.006095466871513736,-0.0056159889052956515,-0.006423546010263868,-0.0052856882952048885,0.007741724307833592,-0.00912231584082526,0.003177468744244504,-0.002957777446449488
2012-06-29,0.007863636490394201,0.006018958105126295,0.006891738663704046,0.011924952778022978,0.010911367982948394,-0.010418407644671213,0.009726217509391665,0.0002379792179717403,0.005340143224693672
2012-07-31,0.0018386274213386478,-0.006191151624200974,-0.005203183131662064,-0.021324988507863404,-0.012165603951120844,0.007808366189799715,-0.01288903819940101,-0.001956314239875459,-0.00539502954823466
2012-08-31,0.011872932787128901,-0.0038780218632346987,-0.0005718551588092767,0.01045291977149466,0.003915143474734336,0.006304598620771551,0.0003048449900823353,0.005349657331655128,0.004299193426793942
2012-09-28,-0.001570108587017101,-0.004861462272570497,-0.004625873193450361,0.004372657416960444,-0.011408886070537264,0.008802367679213536,-0.011997950503650686,-0.005908576805727146,-0.004040497413724163
2012-10-31,0.017972987589385966,-0.0011734904433442826,-0.00046007343647197935,0.006973736794909315,0.01634017629591515,-0.010161583469541187,0.003275847574691697,-0.0024964699195426303,0.0035123666567237447
2012-11-30,-0.004241785310616381,-0.009057938249849655,-0.009237726768184734,-0.004686394676411394,-0.007631641570349346,0.005513931397627569,-0.004163689180713462,0.0015172230122840148,-0.003618638279093956
2012-12-31,0.002550684767294609,-0.012546941679471268,-0.013244731921803511,-0.009666197063833596,-0.013490146275435854,0.006999657280631948,-0.011709895205258662,-0.006862208783565776,-0.007057646692470337
2013-01-31,0.022208002485657772,0.0026025758507506173,0.003943798663698607,0.006621513480759164,0.002567915653520399,-0.0019620095102863347,0.002700269366576375,-0.004643078729269468,0.0037575366384711363
2013-02-28,0.004261632428954882,0.004566324645954132,0.004577006285695908,-0.001520419642781221,-0.011252970659902918,0.007205657432977949,-0.009845236899266892,0.004338373865205863,0.0012559611938914384
2013-03-28,-0.006687869182107769,-0.0010942508443142177,0.00019186575275205074,-0.007896843945091433,-0.016679025977381176,0.009517266909321627,-0.006944927684476526,0.004647368564802933,-0.0014498982638420643
2013-04-30,0.00022085100774914344,0.0007159294826553772,0.0031279523418690043,-0.017126404061731614,-0.0034805422667958164,0.0013778000575913403,-0.01055936659800656,-0.003855629448577947,-0.0033762474909694172
2013-05-31,0.005981820189762945,-0.005283626070332955,-0.002935033328477081,0.001769350430836359,-0.007061197717546113,0.0029766209257430084,-0.004245295651452055,-0.000402190588470391,-0.0013463558635890696
2013-06-28,-0.0007576923261234,0.007578212654843569,0.008791908211898248,-0.008059317434261472,0.0022216123906743514,-0.00029711191011935203,-0.0037403155682935417,-0.0018683762999078847,0.0010436239794181104
2013-07-31,-0.005226391220850631,-0.007298298540084362,-0.006392461726081291,-0.008188144101742102,0.001430343504396687,-0.005694221038840656,-0.0015928126189773016,0.005392278842958841,-0.0028573928713464267
2013-08-30,-0.0015639039456156138,0.006640802259269237,0.006287236289463437,-0.000725165307226139,0.01236518968117784,-0.014952501939544135,0.008778393402855139,-0.002915705597887839,0.00140834949581171
2013-09-30,0.0008163172901125617,0.005935610621016859,0.00428762934282926,0.0013283057103927304,-0.002617327512783996,0.006352332210792589,-0.0034903066259458736,0.0009074007983189807,0.0017901822306156596
2013-10-31,0.002858251741611293,0.007432855596839212,0.00791302996973711,-0.004934751663476646,-0.000990581991633794,-0.004218675663914759,-0.0008023630299203065,-0.005368704302265531,-0.00017492544554515788
2013-11-29,0.001006285614965549,-0.0010817365928997517,-0.0015648970637269842,0.001280342396444855,0.0017771877602806435,-0.005951813496032217,0.00219213174591522,-0.003212108210580323,-0.000849449061438993
2013-12-31,0.0005542498608608382,-0.0046340383769755585,-0.00402236188282969,-0.010916577866149278,-0.0023864827584745493,-0.005641396550243247,-0.001753094035699258,-0.0015944197441397391,-0.003694015210109124
2014-01-31,-0.0029980571552745425,0.0074081606504094975,0.0077679125937236485,-0.01175531581423303,0.0033766401506229627,-0.007443124693321373,0.005465281671360825,-0.0034116716619354156,0.00021384750994629307
2014-02-28,-0.006560054557114542,-0.009933749652869776,-0.010575122421450962,0.008525009368814193,-0.0189956009812369,0.02239278698988257,-0.018107775293732944,-0.001915090083269286,-0.004795259115790321
2014-03-31,-0.005207017828057785,-0.01587523890621758,-0.014778775105146446,0.0036994857424370235,-0.0032352324602931016,0.004815463275820007,-0.005813824308193076,-0.000865517597051868,-0.004831132599823789
2014-04-30,0.0049559815642538415,0.0043473590649852675,0.004977982131544727,-0.007208952504672134,0.0017853529900907265,-0.010024726335614747,0.002783559789651331,0.0002858662990738247,0.0009032779858556609
2014-05-30,-0.005287909120248839,-0.0018159848731304322,-0.003393881435361561,-0.003713168735514719,-0.013514997549635066,0.010374240887446378,-0.012619155974048425,-0.0033546480359416954,-0.004558518156700218
2014-06-30,-0.00044811664697871705,-0.0064335392482922395,-0.0056490857447209055,-0.009232926160074002,-0.0004115703946738616,-0.00513487986770589,-0.0010042793180763307,-0.0058740234765475565,-0.004225853751606093
2014-10-31,0.015396506701862921,0.013183715010499865,0.011116234134752044,0.0036891653094513845,0.011074335801766302,-0.019414256784555724,0.008998948405686217,-0.004644162984793867,0.005200519910077767
2014-11-30,0.0016402757542309013,0.001144681966467869,0.0008725050451672006,0.0032818507141509205,-0.0014091210874378212,-0.003927160636050282,0.0005107130383348106,0.0016572728106706044,0.0010087226761413366
2015-01-31,-0.004468639307742577,-0.011782112987769057,-0.011019952023292269,-0.0007919119980102074,-0.003013411937765121,0.0022674501015137374,-0.0028677246960318948,-0.00347601475648372,-0.0042712853679007685
2015-02-28,0.0004262367617347771,0.013580514629752249,0.013344122726033887,0.0002889931845724093,0.005163569703072595,-0.010715602944901675,0.007164007854938804,-0.0017033295816261615,0.002329074560016786
2015-03-31,-0.009681576235744477,-0.03989078846672968,-0.04137981757884314,-0.023429014273882835,-0.025642564526229,0.027835353276960736,-0.024996505515659965,0.0133854445738456,-0.008437229397776195
2015-04-30,0.0190272892484885,0.022386301146698147,0.024764071765601022,0.01612877444551237,0.02009510967683534,-0.024530573244331923,0.018710769660063662,-0.009347091416261204,0.009238013481130018
2015-05-29,-0.003579781794047728,0.004376861533372443,0.00686575311164646,0.009446211613712025,0.00913418101466579,-0.013155199940171546,0.009530432123538664,-0.0014565087557595318,0.0021423670851122506
2015-06-30,0.006739134051471632,0.028232059021291795,0.03451723774613058,0.03402272132671403,0.031328492198348,-0.034288275449806664,0.03354298863107758,-0.006168855406623357,0.013204652406900264
2015-07-31,0.0033812671897517476,-0.0017909211681776272,-0.002640253115012501,-0.004472809555841753,-0.0026980560373526343,-0.0011450192936027644,-0.005357890652086491,0.0012821255155209019,-0.0008192373599214958
2015-08-31,0.008028733525503004,0.01582202570551132,0.016073957859782554,0.020943379275179575,0.022386137171858157,-0.018575780099824215,0.01672251064748061,-0.001967697260383889,0.007960885524949664
2015-09-30,-0.004046177596087356,-0.00046576895068369337,-0.00037666098444225185,0.0097132892216443,0.004027062295386795,-0.0011765122087559234,0.0030810140926863802,0.006793402592470327,0.002601164478960147
2015-10-30,-8.486220791611163e-05,0.009163925028648382,0.008089109633136396,0.011863933104823464,0.006111303333860453,-0.0035427011259128002,0.006440528186182706,-0.004525280204808415,0.0024707687015375693
2015-11-30,-0.017913752376085456,0.019461458138121106,0.01987010903486527,0.012149122547421893,0.023626897090163725,-0.0248933569241883,0.020780511363643017,0.0049941189678414325,0.004767788529908862
2015-12-31,0.0005180880381370805,-0.0054477507630528495,-0.005781029321184556,-0.0027189121140486746,-0.002950455909640748,0.005646668497505896,-0.0032402779938057184,0.002333802474156935,-0.0006469540470825991
2016-01-29,0.003480735344961073,-0.01885165560464298,-0.019198876341821883,-0.011031712039870242,-0.018005598738369297,0.01310538440103378,-0.017545082665979997,0.007305456160321418,-0.004325188021764338
2016-02-29,0.016255120381577743,-0.0147669030789579,-0.015262866380206,-0.0017400378624908759,-0.019712357448415013,0.024983161273347636,-0.022256208591310913,-0.0069741715808029426,-0.0033711146785930114
